Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
-1,Miss Congeniality 2: Armed & Fabulous,"$101,393,569","$48,478,006","$52,915,563",2005.csv,2005,47.8%,52.2%
-1,Crash,"$98,410,061","$54,580,300","$43,829,761",2005.csv,2005,55.5%,44.5%
-1,Are We There Yet?,"$97,918,663","$82,674,398","$15,244,265",2005.csv,2005,84.4%,15.6%
-1,Jarhead,"$97,076,152","$62,658,220","$34,417,932",2005.csv,2005,64.5%,35.5%
-1,Red Eye,"$96,258,201","$57,891,803","$38,366,398",2005.csv,2005,60.1%,39.9%
-1,Be Cool,"$95,763,716","$56,046,979","$39,716,737",2005.csv,2005,58.5%,41.5%
-1,The Skeleton Key,"$93,983,911","$47,907,715","$46,076,196",2005.csv,2005,51%,49%
-1,Syriana,"$93,974,620","$50,824,620","$43,150,000",2005.csv,2005,54.1%,45.9%
-1,The Family Stone,"$92,884,429","$60,062,868","$32,821,561",2005.csv,2005,64.7%,35.3%
-1,Four Brothers,"$92,374,674","$74,494,381","$17,880,293",2005.csv,2005,80.6%,19.4%
-1,White Noise,"$91,196,419","$56,386,759","$34,809,660",2005.csv,2005,61.8%,38.2%
-1,Racing Stripes,"$90,754,475","$49,772,522","$40,981,953",2005.csv,2005,54.8%,45.2%
-1,Transporter 2,"$89,083,229","$43,095,856","$45,987,373",2005.csv,2005,48.4%,51.6%
-1,Rumor Has It...,"$88,933,562","$43,000,262","$45,933,300",2005.csv,2005,48.4%,51.6%
-1,Sky High,"$86,369,815","$63,946,815","$22,423,000",2005.csv,2005,74%,26%
-1,Match Point,"$85,638,656","$23,151,529","$62,487,127",2005.csv,2005,27%,73%
-1,In Her Shoes,"$83,697,473","$32,880,591","$50,816,882",2005.csv,2005,39.3%,60.7%
-1,The Constant Gardener,"$82,466,670","$33,579,797","$48,886,873",2005.csv,2005,40.7%,59.3%
-1,Stealth,"$79,268,322","$32,116,746","$47,151,576",2005.csv,2005,40.5%,59.5%
-1,Hostage,"$77,608,617","$34,639,939","$42,968,678",2005.csv,2005,44.6%,55.4%
-1,Coach Carter,"$76,669,554","$67,264,877","$9,404,677",2005.csv,2005,87.7%,12.3%
-1,"Yours, Mine & Ours","$72,662,923","$53,412,862","$19,250,061",2005.csv,2005,73.5%,26.5%
-1,Lord of War,"$72,617,068","$24,149,632","$48,467,436",2005.csv,2005,33.3%,66.7%
-1,The Adventures of Sharkboy and Lavagirl 3-D,"$71,992,655","$39,177,684","$32,814,971",2005.csv,2005,54.4%,45.6%
-1,xXx: State of the Union,"$71,022,693","$26,873,932","$44,148,761",2005.csv,2005,37.8%,62.2%
-1,House of Wax,"$68,766,121","$32,064,800","$36,701,321",2005.csv,2005,46.6%,53.4%
-1,Prime,"$67,937,494","$22,827,153","$45,110,341",2005.csv,2005,33.6%,66.4%
-1,Boogeyman,"$67,192,859","$46,752,382","$20,440,477",2005.csv,2005,69.6%,30.4%
-1,Zathura: A Space Adventure,"$65,079,104","$29,258,869","$35,820,235",2005.csv,2005,45%,55%
-1,Valiant,"$61,746,888","$19,478,106","$42,268,782",2005.csv,2005,31.5%,68.5%
-1,A History of Violence,"$61,385,065","$31,504,633","$29,880,432",2005.csv,2005,51.3%,48.7%
-1,Son of the Mask,"$59,981,548","$17,018,422","$42,963,126",2005.csv,2005,28.4%,71.6%
-1,Must Love Dogs,"$58,231,520","$43,894,863","$14,336,657",2005.csv,2005,75.4%,24.6%
-1,Doom,"$58,072,119","$28,212,337","$29,859,782",2005.csv,2005,48.6%,51.4%
-1,Derailed,"$57,479,076","$36,024,076","$21,455,000",2005.csv,2005,62.7%,37.3%
-1,The Descent,"$57,051,053","$26,024,456","$31,026,597",2005.csv,2005,45.6%,54.4%
-1,Elektra,"$56,995,646","$24,409,722","$32,585,924",2005.csv,2005,42.8%,57.2%
-1,Kicking & Screaming,"$56,070,433","$52,842,724","$3,227,709",2005.csv,2005,94.2%,5.8%
-1,"Good Night, and Good Luck.","$54,641,191","$31,558,003","$23,083,188",2005.csv,2005,57.8%,42.2%
-1,Æon Flux,"$53,321,673","$25,874,337","$27,447,336",2005.csv,2005,48.5%,51.5%
-1,Pooh's Heffalump Movie,"$52,858,433","$18,098,433","$34,760,000",2005.csv,2005,34.2%,65.8%
-1,Elizabethtown,"$52,164,016","$26,850,426","$25,313,590",2005.csv,2005,51.5%,48.5%
-1,Just Friends,"$50,912,434","$32,619,671","$18,292,763",2005.csv,2005,64.1%,35.9%
-1,Unleashed,"$50,871,113","$24,537,621","$26,333,492",2005.csv,2005,48.2%,51.8%
-1,Diary of a Mad Black Woman,"$50,652,203","$50,633,099","$19,104",2005.csv,2005,100%,<0.1%
-1,Fever Pitch,"$50,605,163","$42,071,069","$8,534,094",2005.csv,2005,83.1%,16.9%
-1,Capote,"$49,327,405","$28,750,530","$20,576,875",2005.csv,2005,58.3%,41.7%
-1,Broken Flowers,"$47,329,961","$13,744,960","$33,585,001",2005.csv,2005,29%,71%
-1,The Wedding Date,"$47,096,206","$31,726,995","$15,369,211",2005.csv,2005,67.4%,32.6%
-1,Land of the Dead,"$47,074,133","$20,700,082","$26,374,051",2005.csv,2005,44%,56%
-1,Get Rich or Die Tryin',"$46,563,961","$30,985,352","$15,578,609",2005.csv,2005,66.5%,33.5%
-1,The Fog,"$46,201,432","$29,550,869","$16,650,563",2005.csv,2005,64%,36%
-1,Into the Blue,"$46,117,696","$18,801,234","$27,316,462",2005.csv,2005,40.8%,59.2%
-1,Deuce Bigalow: European Gigolo,"$45,109,561","$22,400,154","$22,709,407",2005.csv,2005,49.7%,50.3%
-1,Dark Water 2005 Re-release,"$44,347,079","$25,473,352","$18,873,727",2005.csv,2005,57.4%,42.6%
-1,A Lot Like Love,"$42,886,719","$21,845,719","$21,041,000",2005.csv,2005,50.9%,49.1%
-1,Oliver Twist,"$42,580,321","$2,080,321","$40,500,000",2005.csv,2005,4.9%,95.1%
-1,The Sisterhood of the Traveling Pants,"$42,013,878","$39,053,061","$2,960,817",2005.csv,2005,93%,7%
-1,Serenity,"$40,445,129","$25,514,517","$14,930,612",2005.csv,2005,63.1%,36.9%
-1,The Ringer,"$40,442,443","$35,428,675","$5,013,768",2005.csv,2005,87.6%,12.4%
-1,Magnificent Desolation: Walking on the Moon 3D,"$40,339,402","$34,137,524","$6,201,878",2005.csv,2005,84.6%,15.4%
-1,Dreamer: Inspired by a True Story,"$38,741,732","$32,751,093","$5,990,639",2005.csv,2005,84.5%,15.5%
-1,The Producers,"$38,075,318","$19,398,532","$18,676,786",2005.csv,2005,50.9%,49.1%
-1,Casanova,"$37,691,644","$11,304,403","$26,387,241",2005.csv,2005,30%,70%
-1,Beauty Shop,"$37,245,453","$36,351,350","$894,103",2005.csv,2005,97.6%,2.4%
-1,Assault on Precinct 13,"$35,294,470","$20,040,895","$15,253,575",2005.csv,2005,56.8%,43.2%
-1,Wild Safari - A South African Adventure,"$34,257,135","$16,621,530","$17,635,605",2005.csv,2005,48.5%,51.5%
-1,Bad News Bears,"$34,252,847","$32,868,349","$1,384,498",2005.csv,2005,96%,4%
-1,Because of Winn-Dixie,"$33,589,427","$32,647,042","$942,385",2005.csv,2005,97.2%,2.8%
-1,The Cave,"$33,296,457","$15,007,991","$18,288,466",2005.csv,2005,45.1%,54.9%
-1,Cry Wolf,"$32,586,408","$10,047,674","$22,538,734",2005.csv,2005,30.8%,69.2%
-1,Rent,"$31,670,620","$29,077,547","$2,593,073",2005.csv,2005,91.8%,8.2%
-1,The New World 2005 Re-release,"$31,510,855","$12,712,093","$18,798,762",2005.csv,2005,40.3%,59.7%
-1,The Promise,"$30,925,693","$669,625","$30,256,068",2005.csv,2005,2.2%,97.8%
-1,Wolf Creek,"$30,762,648","$16,188,180","$14,574,468",2005.csv,2005,52.6%,47.4%
-1,Two for the Money,"$30,526,509","$22,991,379","$7,535,130",2005.csv,2005,75.3%,24.7%
-1,Cursed,"$29,621,722","$19,297,522","$10,324,200",2005.csv,2005,65.1%,34.9%
-1,The Upside of Anger,"$28,237,488","$18,761,993","$9,475,495",2005.csv,2005,66.4%,33.6%
-1,Mrs Henderson Presents,"$27,876,417","$11,036,366","$16,840,051",2005.csv,2005,39.6%,60.4%
-1,Ice Princess,"$27,645,491","$24,402,491","$3,243,000",2005.csv,2005,88.3%,11.7%
-1,Goal! The Dream Begins,"$27,610,873","$4,283,255","$23,327,618",2005.csv,2005,15.5%,84.5%
-1,The Protector,"$27,165,581","$12,044,087","$15,121,494",2005.csv,2005,44.3%,55.7%
-1,Doogal,"$26,711,924","$7,438,000","$19,273,924",2005.csv,2005,27.8%,72.2%
-1,Typhoon,"$26,179,656","$139,059","$26,040,597",2005.csv,2005,0.5%,99.5%
-1,The Tiger and the Snow,"$25,460,023","$10,167","$25,449,856",2005.csv,2005,<0.1%,100%
-1,North Country,"$25,211,175","$18,337,722","$6,873,453",2005.csv,2005,72.7%,27.3%
-1,Lady Vengeance,"$23,834,149","$211,667","$23,622,482",2005.csv,2005,0.9%,99.1%
-1,Russian Dolls,"$23,727,301","$326,095","$23,401,206",2005.csv,2005,1.4%,98.6%
-1,Hustle & Flow,"$23,563,727","$22,202,809","$1,360,918",2005.csv,2005,94.2%,5.8%
-1,Domino,"$22,944,502","$10,169,202","$12,775,300",2005.csv,2005,44.3%,55.7%
-1,Man of the House,"$21,577,624","$19,699,706","$1,877,918",2005.csv,2005,91.3%,8.7%
-1,The Jacket,"$21,126,225","$6,303,762","$14,822,463",2005.csv,2005,29.8%,70.2%
-1,The Devil's Rejects,"$20,901,859","$17,044,981","$3,856,878",2005.csv,2005,81.5%,18.5%
-1,The Perfect Man,"$19,770,475","$16,535,005","$3,235,470",2005.csv,2005,83.6%,16.4%
-1,The Weather Man,"$19,126,398","$12,482,775","$6,643,623",2005.csv,2005,65.3%,34.7%
-1,Waiting...,"$18,637,690","$16,124,543","$2,513,147",2005.csv,2005,86.5%,13.5%
-1,An Unfinished Life,"$18,618,284","$8,586,392","$10,031,892",2005.csv,2005,46.1%,53.9%
-1,Keeping Mum,"$18,575,768","$1,619,466","$16,956,302",2005.csv,2005,8.7%,91.3%
-1,The World's Fastest Indian,"$18,297,690","$5,128,124","$13,169,566",2005.csv,2005,28%,72%
-1,Night Watch 2005 Re-release,"$17,939,389","$1,502,188","$16,437,201",2005.csv,2005,8.4%,91.6%
-1,Joyeux Noel,"$17,709,155","$1,054,361","$16,654,794",2005.csv,2005,6%,94%
-1,Roll Bounce,"$17,500,866","$17,380,866","$120,000",2005.csv,2005,99.3%,0.7%
-1,Rebound,"$17,492,014","$16,809,014","$683,000",2005.csv,2005,96.1%,3.9%
-1,The Matador,"$17,347,231","$12,594,698","$4,752,533",2005.csv,2005,72.6%,27.4%
-1,Caché,"$16,197,824","$3,647,381","$12,550,443",2005.csv,2005,22.5%,77.5%
-1,The Great Yokai War,"$15,787,492",-,"$15,787,492",2005.csv,2005,-,100%
-1,Kiss Kiss Bang Bang,"$15,785,148","$4,243,756","$11,541,392",2005.csv,2005,26.9%,73.1%
-1,The Gospel,"$15,778,152","$15,778,152",-,2005.csv,2005,100%,-
-1,The Greatest Game Ever Played,"$15,431,177","$15,337,393","$93,784",2005.csv,2005,99.4%,0.6%
-1,Transamerica,"$15,151,744","$9,015,303","$6,136,441",2005.csv,2005,59.5%,40.5%
-1,Proof,"$14,189,860","$7,535,331","$6,654,529",2005.csv,2005,53.1%,46.9%
-1,The Man,"$13,485,145","$8,330,720","$5,154,425",2005.csv,2005,61.8%,38.2%
-1,Lords of Dogtown,"$13,411,957","$11,273,517","$2,138,440",2005.csv,2005,84.1%,15.9%
-1,The Honeymooners,"$13,183,426","$12,843,849","$339,577",2005.csv,2005,97.4%,2.6%
-1,Aliens of the Deep,"$12,770,637","$8,968,684","$3,801,953",2005.csv,2005,70.2%,29.8%
-1,My Big Fat Independent Movie,"$12,155,249","$4,655","$12,150,594",2005.csv,2005,<0.1%,100%
-1,Three Burials,"$12,045,362","$5,027,684","$7,017,678",2005.csv,2005,41.7%,58.3%
-1,The Polar Express 2005 IMAX Release,"$11,910,480","$10,900,597","$1,009,883",2005.csv,2005,91.5%,8.5%
-1,Millions,"$11,782,282","$6,584,159","$5,198,123",2005.csv,2005,55.9%,44.1%
-1,Shopgirl,"$11,675,161","$10,284,523","$1,390,638",2005.csv,2005,88.1%,11.9%
-1,A Sound of Thunder,"$11,665,465","$1,900,451","$9,765,014",2005.csv,2005,16.3%,83.7%
-1,The Squid and the Whale,"$11,098,131","$7,372,734","$3,725,397",2005.csv,2005,66.4%,33.6%
-1,The Beat That My Heart Skipped,"$10,988,397","$1,023,424","$9,964,973",2005.csv,2005,9.3%,90.7%
-1,The Libertine,"$10,852,064","$4,835,065","$6,016,999",2005.csv,2005,44.6%,55.4%
-1,Sophie Scholl: The Final Days,"$10,804,315","$680,331","$10,123,984",2005.csv,2005,6.3%,93.7%
-1,The Great Raid,"$10,769,311","$10,167,373","$601,938",2005.csv,2005,94.4%,5.6%
-1,Alone in the Dark,"$10,442,808","$5,178,569","$5,264,239",2005.csv,2005,49.6%,50.4%
-1,In the Mix,"$10,223,896","$10,223,896",-,2005.csv,2005,100%,-
-1,The Ice Harvest,"$10,156,968","$9,016,782","$1,140,186",2005.csv,2005,88.8%,11.2%
-1,Angel-A,"$9,995,168","$202,647","$9,792,521",2005.csv,2005,2%,98%
-1,Kinky Boots,"$9,950,133","$1,822,428","$8,127,705",2005.csv,2005,18.3%,81.7%
-1,Tsotsi,"$9,891,303","$2,912,606","$6,978,697",2005.csv,2005,29.4%,70.6%
-1,Private,"$9,595,697","$15,811","$9,579,886",2005.csv,2005,0.2%,99.8%
-1,Hello Greetings,"$9,289,939","$1,413,283","$7,876,656",2005.csv,2005,15.2%,84.8%
-1,Mad Hot Ballroom,"$9,079,042","$8,117,961","$961,081",2005.csv,2005,89.4%,10.6%
-1,La mujer de mi hermano,"$8,492,178","$2,808,241","$5,683,937",2005.csv,2005,33.1%,66.9%
-1,Stay,"$8,483,797","$3,626,883","$4,856,914",2005.csv,2005,42.8%,57.2%
-1,Princesas,"$8,446,185","$29,472","$8,416,713",2005.csv,2005,0.3%,99.7%
-1,Go for Zucker,"$8,394,115","$87,490","$8,306,625",2005.csv,2005,1%,99%
-1,Mangal Pandey: The Rising,"$8,142,076","$954,108","$7,187,968",2005.csv,2005,11.7%,88.3%
-1,Me and You and Everyone We Know,"$8,012,838","$3,885,134","$4,127,704",2005.csv,2005,48.5%,51.5%
-1,Innocent Voices,"$7,015,131","$837,878","$6,177,253",2005.csv,2005,11.9%,88.1%
-1,A Good Woman,"$6,878,433","$238,609","$6,639,824",2005.csv,2005,3.5%,96.5%
-1,Bee Season,"$6,856,989","$1,180,560","$5,676,429",2005.csv,2005,17.2%,82.8%
-1,The Aristocrats,"$6,809,089","$6,377,461","$431,628",2005.csv,2005,93.7%,6.3%
-1,Fragile,"$6,680,926",-,"$6,680,926",2005.csv,2005,-,100%
-1,Lassie,"$6,442,854","$652,163","$5,790,691",2005.csv,2005,10.1%,89.9%
-1,The Secret Life of Words,"$6,410,058","$20,678","$6,389,380",2005.csv,2005,0.3%,99.7%
-1,The Chorus 2005 Re-release,"$6,353,810","$1,548,036","$4,805,774",2005.csv,2005,24.4%,75.6%
-1,Happily Ever After,"$6,204,504","$252,379","$5,952,125",2005.csv,2005,4.1%,95.9%
-1,Don't Tell,"$5,923,415","$29,015","$5,894,400",2005.csv,2005,0.5%,99.5%
-1,Underclassman,"$5,879,555","$5,655,459","$224,096",2005.csv,2005,96.2%,3.8%
-1,The Child,"$5,507,396","$651,941","$4,855,455",2005.csv,2005,11.8%,88.2%
-1,The Proposition,"$5,048,693","$1,903,434","$3,145,259",2005.csv,2005,37.7%,62.3%
-1,Into Great Silence,"$4,857,107","$790,452","$4,066,655",2005.csv,2005,16.3%,83.7%
-1,Enron: The Smartest Guys in the Room,"$4,854,164","$4,071,700","$782,464",2005.csv,2005,83.9%,16.1%
-1,Water,"$4,842,898","$2,250,329","$2,592,569",2005.csv,2005,46.5%,53.5%
-1,Don't Come Knocking,"$4,663,501","$440,793","$4,222,708",2005.csv,2005,9.5%,90.5%
-1,Rize,"$4,646,889","$3,336,391","$1,310,498",2005.csv,2005,71.8%,28.2%
-1,King's Ransom,"$4,143,652","$4,008,527","$135,125",2005.csv,2005,96.7%,3.3%
-1,Edison,"$4,143,414",-,"$4,143,414",2005.csv,2005,-,100%
-1,The White Countess,"$4,092,682","$1,669,971","$2,422,711",2005.csv,2005,40.8%,59.2%
-1,Grizzly Man,"$4,061,305","$3,178,403","$882,902",2005.csv,2005,78.3%,21.7%
-1,Le petit lieutenant,"$3,984,265","$216,724","$3,767,541",2005.csv,2005,5.4%,94.6%
-1,Breakfast on Pluto,"$3,942,254","$828,699","$3,113,555",2005.csv,2005,21%,79%
-1,Mrs. Palfrey at the Claremont,"$3,919,275","$1,720,953","$2,198,322",2005.csv,2005,43.9%,56.1%
-1,Green Street Hooligans,"$3,814,717","$346,830","$3,467,887",2005.csv,2005,9.1%,90.9%
-1,Before the Fall,"$3,764,219","$144,254","$3,619,965",2005.csv,2005,3.8%,96.2%
-1,Everything Is Illuminated,"$3,601,974","$1,712,337","$1,889,637",2005.csv,2005,47.5%,52.5%
-1,Lemming,"$3,580,017","$81,698","$3,498,319",2005.csv,2005,2.3%,97.7%
-1,Paradise Now,"$3,579,902","$1,457,843","$2,122,059",2005.csv,2005,40.7%,59.3%
-1,Where the Truth Lies,"$3,487,678","$872,142","$2,615,536",2005.csv,2005,25%,75%
-1,The Method,"$3,470,651","$7,017","$3,463,634",2005.csv,2005,0.2%,99.8%
-1,The Long Weekend,"$3,467,374","$1,286","$3,466,088",2005.csv,2005,<0.1%,100%
-1,Separate Lies,"$3,452,023","$924,260","$2,527,763",2005.csv,2005,26.8%,73.2%
-1,The Cave of the Yellow Dog,"$3,417,511","$141,803","$3,275,708",2005.csv,2005,4.1%,95.9%
-1,Junebug,"$3,399,228","$2,678,691","$720,537",2005.csv,2005,78.8%,21.2%
-1,Bunty Aur Babli,"$3,370,142","$942,756","$2,427,386",2005.csv,2005,28%,72%
-1,Supercross,"$3,344,431","$3,102,550","$241,881",2005.csv,2005,92.8%,7.2%
-1,Bluff Master,"$3,289,047","$722,847","$2,566,200",2005.csv,2005,22%,78%
-1,Little Fish,"$3,248,506","$8,148","$3,240,358",2005.csv,2005,0.3%,99.7%
-1,Queens,"$3,245,067","$140,417","$3,104,650",2005.csv,2005,4.3%,95.7%
-1,The Wild Parrots of Telegraph Hill,"$3,218,709","$3,058,527","$160,182",2005.csv,2005,95%,5%
-1,La moustache,"$3,044,771","$244,771","$2,800,000",2005.csv,2005,8%,92%
-1,G,"$3,020,784","$3,020,784",-,2005.csv,2005,100%,-
-1,Elsa & Fred,"$2,985,837","$189,024","$2,796,813",2005.csv,2005,6.3%,93.7%
-1,Darwin's Nightmare,"$2,981,713","$203,746","$2,777,967",2005.csv,2005,6.8%,93.2%
-1,Time to Leave,"$2,893,462","$117,686","$2,775,776",2005.csv,2005,4.1%,95.9%
-1,Gabrielle,"$2,775,311","$332,829","$2,442,482",2005.csv,2005,12%,88%
-1,Factotum,"$2,708,087","$808,221","$1,899,866",2005.csv,2005,29.8%,70.2%
-1,Fateless,"$2,512,009","$196,857","$2,315,152",2005.csv,2005,7.8%,92.2%
-1,Look Both Ways,"$2,490,011","$105,067","$2,384,944",2005.csv,2005,4.2%,95.8%
-1,Last Days,"$2,456,454","$463,080","$1,993,374",2005.csv,2005,18.9%,81.1%
-1,Côte d'Azur,"$2,447,211","$141,039","$2,306,172",2005.csv,2005,5.8%,94.2%
-1,Adam's Apples,"$2,421,577","$1,305","$2,420,272",2005.csv,2005,<0.1%,99.9%
-1,Riddle,"$2,415,975","$1,409,499","$1,006,476",2005.csv,2005,58.3%,41.7%
-1,The Race Against Time,"$2,395,616","$815,064","$1,580,552",2005.csv,2005,34%,66%
-1,Thumbsucker,"$2,138,742","$1,328,679","$810,063",2005.csv,2005,62.1%,37.9%
-1,Garam Masala,"$2,091,698","$1,007,943","$1,083,755",2005.csv,2005,48.2%,51.8%
-1,Family Comes First,"$2,048,588","$327,615","$1,720,973",2005.csv,2005,16%,84%
-1,The Work and the Glory II: American Zion,"$2,025,032","$2,025,032",-,2005.csv,2005,100%,-
-1,Secuestro express,"$1,898,606","$307,208","$1,591,398",2005.csv,2005,16.2%,83.8%
-1,The Aura,"$1,805,261","$58,804","$1,746,457",2005.csv,2005,3.3%,96.7%
-1,Oyster Farmer,"$1,801,199","$15,456","$1,785,743",2005.csv,2005,0.9%,99.1%
-1,Murderball,"$1,750,211","$1,531,154","$219,057",2005.csv,2005,87.5%,12.5%
-1,State Property: Blood on the Streets,"$1,691,706","$1,691,706",-,2005.csv,2005,100%,-
-1,El vacilón: The Movie,"$1,690,929","$1,291,951","$398,978",2005.csv,2005,76.4%,23.6%
-1,Happy Endings,"$1,673,288","$1,315,701","$357,587",2005.csv,2005,78.6%,21.4%
-1,Dear Frankie,"$1,656,829","$18,025","$1,638,804",2005.csv,2005,1.1%,98.9%
-1,Asylum,"$1,644,363","$375,403","$1,268,960",2005.csv,2005,22.8%,77.2%
-1,It's All Gone Pete Tong,"$1,591,879","$120,620","$1,471,259",2005.csv,2005,7.6%,92.4%
-1,Nine Lives,"$1,591,523","$478,830","$1,112,693",2005.csv,2005,30.1%,69.9%
-1,Ushpizin,"$1,565,016","$1,400,666","$164,350",2005.csv,2005,89.5%,10.5%
-1,The Married Woman,"$1,558,018","$802,758","$755,260",2005.csv,2005,51.5%,48.5%
-1,Mysterious Skin,"$1,524,966","$713,240","$811,726",2005.csv,2005,46.8%,53.2%
-1,The Syrian Bride,"$1,522,967","$380,505","$1,142,462",2005.csv,2005,25%,75%
-1,Bombón: El Perro,"$1,412,753","$19,791","$1,392,962",2005.csv,2005,1.4%,98.6%
-1,Saint Ralph,"$1,410,952","$489,389","$921,563",2005.csv,2005,34.7%,65.3%
-1,Sarah Silverman: Jesus Is Magic,"$1,333,799","$1,324,339","$9,460",2005.csv,2005,99.3%,0.7%
-1,Ballets Russes,"$1,331,363","$815,848","$515,515",2005.csv,2005,61.3%,38.7%
-1,Off the Map,"$1,319,492","$1,317,167","$2,325",2005.csv,2005,99.8%,0.2%
-1,Heights,"$1,306,281","$1,160,817","$145,464",2005.csv,2005,88.9%,11.1%
-1,Black 2005 Re-release,"$1,263,200","$754,819","$508,381",2005.csv,2005,59.8%,40.2%
-1,Bewafaa,"$1,258,036","$670,076","$587,960",2005.csv,2005,53.3%,46.7%
-1,Saving Face,"$1,236,518","$1,187,266","$49,252",2005.csv,2005,96%,4%
-1,Santa vs. the Snowman 3D 2005 Re-release,"$1,222,538","$1,222,538",-,2005.csv,2005,100%,-
-1,No Entry,"$1,197,530","$678,000","$519,530",2005.csv,2005,56.6%,43.4%
-1,Indigo,"$1,190,000","$1,190,000",-,2005.csv,2005,100%,-
-1,Little Manhattan,"$1,172,444","$385,373","$787,071",2005.csv,2005,32.9%,67.1%
-1,Man-Thing,"$1,123,136",-,"$1,123,136",2005.csv,2005,-,100%
-1,Undiscovered,"$1,082,784","$1,069,318","$13,466",2005.csv,2005,98.8%,1.2%
-1,Turtles Can Fly,"$1,075,553","$258,578","$816,975",2005.csv,2005,24%,76%
-1,On a Clear Day,"$1,017,257","$191,033","$826,224",2005.csv,2005,18.8%,81.2%
-1,Duma,"$994,790","$870,067","$124,723",2005.csv,2005,87.5%,12.5%
-1,First Descent,"$988,368","$750,805","$237,563",2005.csv,2005,76%,24%
-1,The Ballad of Jack and Rose,"$916,051","$712,275","$203,776",2005.csv,2005,77.8%,22.2%
-1,Lucky: No Time for Love,"$891,789","$453,507","$438,282",2005.csv,2005,50.9%,49.1%
-1,Venom,"$881,779","$881,779",-,2005.csv,2005,100%,-
-1,Mirrormask,"$866,999","$866,999",-,2005.csv,2005,100%,-
-1,Mary,"$827,179",-,"$827,179",2005.csv,2005,-,100%
-1,The Thing About My Folks,"$823,337","$816,403","$6,934",2005.csv,2005,99.2%,0.8%
-1,The Passenger 2005 Re-release,"$751,607","$620,155","$131,452",2005.csv,2005,82.5%,17.5%
-1,Cronicas,"$749,607","$300,322","$449,285",2005.csv,2005,40.1%,59.9%
-1,C.S.A.: The Confederate States of America,"$744,165","$672,156","$72,009",2005.csv,2005,90.3%,9.7%
-1,Inside Deep Throat,"$709,832","$691,880","$17,952",2005.csv,2005,97.5%,2.5%
-1,Kaal,"$709,777","$345,091","$364,686",2005.csv,2005,48.6%,51.4%
-1,Palindromes,"$707,269","$553,368","$153,901",2005.csv,2005,78.2%,21.8%
-1,Crossing the Bridge: The Sound of Istanbul,"$704,094","$70,685","$633,409",2005.csv,2005,10%,90%
-1,Deewane Huye Paagal,"$695,849","$364,357","$331,492",2005.csv,2005,52.4%,47.6%
-1,"The Prize Winner of Defiance, Ohio","$689,028","$627,844","$61,184",2005.csv,2005,91.1%,8.9%
-1,Manderlay,"$674,918","$78,378","$596,540",2005.csv,2005,11.6%,88.4%
-1,Balzac and the Little Chinese Seamstress 2005 Re-release,"$666,327","$666,327",-,2005.csv,2005,100%,-
-1,Yes,"$661,946","$396,760","$265,186",2005.csv,2005,59.9%,40.1%
-1,Dust to Glory,"$640,013","$640,013",-,2005.csv,2005,100%,-
-1,Gunner Palace,"$607,844","$607,844",-,2005.csv,2005,100%,-
-1,Dear Wendy,"$607,229","$23,106","$584,123",2005.csv,2005,3.8%,96.2%
-1,Three Times,"$581,875","$151,922","$429,953",2005.csv,2005,26.1%,73.9%
-1,The Passion of the Christ Recut Release,"$567,692","$508,326","$59,366",2005.csv,2005,89.5%,10.5%
-1,Tony Takitani,"$556,268","$129,783","$426,485",2005.csv,2005,23.3%,76.7%
-1,Lila Says,"$537,871","$121,365","$416,506",2005.csv,2005,22.6%,77.4%
-1,Kids in America,"$537,667","$537,667",-,2005.csv,2005,100%,-
-1,Pretty Persuasion,"$537,126","$305,800","$231,326",2005.csv,2005,56.9%,43.1%
-1,Madison,"$517,262","$517,262",-,2005.csv,2005,100%,-
-1,Shaadi No. 1,"$502,389","$336,772","$165,617",2005.csv,2005,67%,33%
-1,Kisna: The Warrior Poet,"$485,613","$147,000","$338,613",2005.csv,2005,30.3%,69.7%
-1,The Memory of a Killer 2005 Re-release,"$458,042","$333,707","$124,335",2005.csv,2005,72.9%,27.1%
-1,The Beautiful Country 2005 Re-release,"$442,813","$442,813",-,2005.csv,2005,100%,-
-1,The Wayward Cloud,"$435,251",-,"$435,251",2005.csv,2005,-,100%
-1,La petite Jérusalem,"$431,623","$53,580","$378,043",2005.csv,2005,12.4%,87.6%
-1,Free Zone,"$410,392","$32,381","$378,011",2005.csv,2005,7.9%,92.1%
-1,Mobsters and Mormons,"$409,604","$409,604",-,2005.csv,2005,100%,-
-1,A Wake in Providence,"$403,069","$403,069",-,2005.csv,2005,100%,-
-1,Keane,"$394,390","$33,256","$361,134",2005.csv,2005,8.4%,91.6%
-1,House of D,"$389,199","$388,532",$667,2005.csv,2005,99.8%,0.2%
-1,The Game of Their Lives,"$388,998","$375,750","$13,248",2005.csv,2005,96.6%,3.4%
-1,Havoc,"$371,000",-,"$371,000",2005.csv,2005,-,100%
-1,The Big White,"$367,241",-,"$367,241",2005.csv,2005,-,100%
-1,The Chumscrubber,"$351,401","$52,597","$298,804",2005.csv,2005,15%,85%
-1,The Dying Gaul,"$345,041","$342,747","$2,294",2005.csv,2005,99.3%,0.7%
-1,Winter Solstice,"$337,617","$319,355","$18,262",2005.csv,2005,94.6%,5.4%
-1,The Boys of Baraka,"$323,860","$323,860",-,2005.csv,2005,100%,-
-1,Neal 'n' Nikki,"$318,860","$111,551","$207,309",2005.csv,2005,35%,65%
