Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
-1,Thoda Pyaar Thoda Magic,"$7,631,012","$365,401","$7,265,611",2008.csv,2008,4.8%,95.2%
-1,Kidnap,"$7,601,003",-,"$7,601,003",2008.csv,2008,-,100%
-1,Nothing Like the Holidays,"$7,519,490","$7,503,736","$15,754",2008.csv,2008,99.8%,0.2%
-1,The Girl from Monaco 2008 Re-release,"$7,501,546","$602,992","$6,898,554",2008.csv,2008,8%,92%
-1,Mere Baap Pehle Aap,"$7,433,423","$113,576","$7,319,847",2008.csv,2008,1.5%,98.5%
-1,Lemon Tree,"$7,387,488","$569,672","$6,817,816",2008.csv,2008,7.7%,92.3%
-1,A Christmas Tale,"$7,356,393","$1,060,922","$6,295,471",2008.csv,2008,14.4%,85.6%
-1,Krazzy 4,"$7,274,081","$487,215","$6,786,866",2008.csv,2008,6.7%,93.3%
-1,The Life Before Her Eyes,"$7,248,490","$303,439","$6,945,051",2008.csv,2008,4.2%,95.8%
-1,Young@Heart,"$7,097,002","$3,992,189","$3,104,813",2008.csv,2008,56.3%,43.7%
-1,Outlander,"$7,034,698","$166,003","$6,868,695",2008.csv,2008,2.4%,97.6%
-1,An American Carol,"$7,013,191","$7,013,191",-,2008.csv,2008,100%,-
-1,Strange Wilderness,"$6,964,734","$6,575,282","$389,452",2008.csv,2008,94.4%,5.6%
-1,North Face,"$6,815,056","$711,421","$6,103,635",2008.csv,2008,10.4%,89.6%
-1,What Just Happened,"$6,710,888","$1,090,947","$5,619,941",2008.csv,2008,16.3%,83.7%
-1,College,"$6,265,483","$4,694,636","$1,570,847",2008.csv,2008,74.9%,25.1%
-1,One Two Three,"$6,090,432","$274,589","$5,815,843",2008.csv,2008,4.5%,95.5%
-1,Transsiberian,"$5,926,410","$2,206,405","$3,720,005",2008.csv,2008,37.2%,62.8%
-1,Passengers,"$5,787,152","$292,437","$5,494,715",2008.csv,2008,5.1%,94.9%
-1,The Burning Plain,"$5,642,478","$200,730","$5,441,748",2008.csv,2008,3.6%,96.4%
-1,The Legend of Drona,"$5,476,404","$475,104","$5,001,300",2008.csv,2008,8.7%,91.3%
-1,Frozen River,"$5,457,664","$2,511,476","$2,946,188",2008.csv,2008,46%,54%
-1,Virgin Territory,"$5,410,749",-,"$5,410,749",2008.csv,2008,-,100%
-1,Diary of the Dead,"$5,364,858","$958,961","$4,405,897",2008.csv,2008,17.9%,82.1%
-1,Man on Wire,"$5,258,569","$2,962,242","$2,296,327",2008.csv,2008,56.3%,43.7%
-1,Charlie Bartlett,"$5,254,986","$3,951,699","$1,303,287",2008.csv,2008,75.2%,24.8%
-1,Prince,"$5,167,952","$570,090","$4,597,862",2008.csv,2008,11%,89%
-1,Lorna's Silence,"$5,123,676","$338,795","$4,784,881",2008.csv,2008,6.6%,93.4%
-1,Hamlet 2,"$4,925,288","$4,886,216","$39,072",2008.csv,2008,99.2%,0.8%
-1,Cloud 9,"$4,864,463","$91,675","$4,772,788",2008.csv,2008,1.9%,98.1%
-1,God You Are Great,"$4,807,638","$163,756","$4,643,882",2008.csv,2008,3.4%,96.6%
-1,Flash of Genius,"$4,802,953","$4,442,377","$360,576",2008.csv,2008,92.5%,7.5%
-1,Bottle Shock,"$4,628,553","$4,078,607","$549,946",2008.csv,2008,88.1%,11.9%
-1,"Synecdoche, New York","$4,471,324","$3,083,538","$1,387,786",2008.csv,2008,69%,31%
-1,Heroes,"$4,229,775","$655,538","$3,574,237",2008.csv,2008,15.5%,84.5%
-1,Witless Protection,"$4,161,625","$4,161,625",-,2008.csv,2008,100%,-
-1,Eden Lake,"$3,983,997","$7,321","$3,976,676",2008.csv,2008,0.2%,99.8%
-1,Choke,"$3,982,459","$2,926,565","$1,055,894",2008.csv,2008,73.5%,26.5%
-1,The Fall,"$3,669,465","$2,266,905","$1,402,560",2008.csv,2008,61.8%,38.2%
-1,The Midnight Meat Train,"$3,534,313","$83,361","$3,450,952",2008.csv,2008,2.4%,97.6%
-1,Still Walking,"$3,511,120","$167,047","$3,344,073",2008.csv,2008,4.8%,95.2%
-1,Everlasting Moments,"$3,334,754","$610,825","$2,723,929",2008.csv,2008,18.3%,81.7%
-1,"Patrik, Age 1.5","$3,259,068","$57,468","$3,201,600",2008.csv,2008,1.8%,98.2%
-1,Pathology,"$3,234,706","$109,846","$3,124,860",2008.csv,2008,3.4%,96.6%
-1,Chocolate,"$3,179,014","$14,845","$3,164,169",2008.csv,2008,0.5%,99.5%
-1,The Wackness,"$3,175,469","$2,077,116","$1,098,353",2008.csv,2008,65.4%,34.6%
-1,Killshot,"$2,961,647","$18,643","$2,943,004",2008.csv,2008,0.6%,99.4%
-1,Married Life,"$2,888,315","$1,507,990","$1,380,325",2008.csv,2008,52.2%,47.8%
-1,"Moscow, Belgium","$2,842,635",-,"$2,842,635",2008.csv,2008,-,100%
-1,Terribly Happy,"$2,828,984","$170,943","$2,658,041",2008.csv,2008,6%,94%
-1,Every Little Step,"$2,769,763","$1,725,141","$1,044,622",2008.csv,2008,62.3%,37.7%
-1,Hunger,"$2,724,474","$154,084","$2,570,390",2008.csv,2008,5.7%,94.3%
-1,Redbelt,"$2,674,090","$2,345,941","$328,149",2008.csv,2008,87.7%,12.3%
-1,The Nightmare Before Christmas 2009 3D Release,"$2,578,558","$1,109,188","$1,469,370",2008.csv,2008,43%,57%
-1,JCVD,"$2,342,211","$470,691","$1,871,520",2008.csv,2008,20.1%,79.9%
-1,Teeth,"$2,340,110","$347,578","$1,992,532",2008.csv,2008,14.9%,85.1%
-1,The Beaches of Agnès,"$2,225,430","$239,711","$1,985,719",2008.csv,2008,10.8%,89.2%
-1,Home 2008 Re-release,"$2,186,716","$15,925","$2,170,791",2008.csv,2008,0.7%,99.3%
-1,The Black Balloon,"$2,136,663",-,"$2,136,663",2008.csv,2008,-,100%
-1,Mutant Chronicles,"$2,131,057","$6,820","$2,124,237",2008.csv,2008,0.3%,99.7%
-1,Roadside Romeo,"$1,978,021","$55,202","$1,922,819",2008.csv,2008,2.8%,97.2%
-1,Oye Lucky! Lucky Oye!,"$1,976,868","$80,037","$1,896,831",2008.csv,2008,4%,96%
-1,Ashes of Time,"$1,935,416","$174,273","$1,761,143",2008.csv,2008,9%,91%
-1,Three Monkeys 2008 Re-release,"$1,924,847","$41,343","$1,883,504",2008.csv,2008,2.1%,97.9%
-1,Henry Poole Is Here,"$1,923,800","$1,836,515","$87,285",2008.csv,2008,95.5%,4.5%
-1,Smother,"$1,851,790",-,"$1,851,790",2008.csv,2008,-,100%
-1,A Woman in Berlin,"$1,847,322","$294,014","$1,553,308",2008.csv,2008,15.9%,84.1%
-1,Che: Part One/Che: Part Two,"$1,778,287","$1,497,109","$281,178",2008.csv,2008,84.2%,15.8%
-1,The Polar Express 2008 IMAX Release,"$1,705,694","$1,705,694",-,2008.csv,2008,100%,-
-1,A Thousand Years of Good Prayers,"$1,665,585","$76,806","$1,588,779",2008.csv,2008,4.6%,95.4%
-1,Talento de barrio,"$1,650,198","$68,542","$1,581,656",2008.csv,2008,4.2%,95.8%
-1,The Hottie & the Nottie,"$1,596,232","$27,696","$1,568,536",2008.csv,2008,1.7%,98.3%
-1,"Mèche Blanche, les aventures du petit castor","$1,591,520","$360,886","$1,230,634",2008.csv,2008,22.7%,77.3%
-1,Good,"$1,552,024","$27,276","$1,524,748",2008.csv,2008,1.8%,98.2%
-1,Gonzo: The Life and Work of Dr. Hunter S. Thompson,"$1,491,958","$1,252,100","$239,858",2008.csv,2008,83.9%,16.1%
-1,Ek Vivaah... Aisa Bhi,"$1,456,886","$6,437","$1,450,449",2008.csv,2008,0.4%,99.6%
-1,Food Beware: The French Organic Revolution,"$1,429,635","$1,181","$1,428,454",2008.csv,2008,<0.1%,99.9%
-1,Bonneville,"$1,338,570","$488,393","$850,177",2008.csv,2008,36.5%,63.5%
-1,Julia,"$1,333,241","$65,108","$1,268,133",2008.csv,2008,4.9%,95.1%
-1,Before the Rains,"$1,316,722","$1,029,655","$287,067",2008.csv,2008,78.2%,21.8%
-1,"War, Inc.","$1,296,184","$580,862","$715,322",2008.csv,2008,44.8%,55.2%
-1,In Search of a Midnight Kiss,"$1,294,176","$172,605","$1,121,571",2008.csv,2008,13.3%,86.7%
-1,Encounters at the End of the World,"$1,205,464","$944,933","$260,531",2008.csv,2008,78.4%,21.6%
-1,Mumbai Meri Jaan,"$1,203,043","$16,407","$1,186,636",2008.csv,2008,1.4%,98.6%
-1,Boy A,"$1,202,375","$113,662","$1,088,713",2008.csv,2008,9.5%,90.5%
-1,Wendy and Lucy,"$1,192,655","$865,695","$326,960",2008.csv,2008,72.6%,27.4%
-1,Tokyo!,"$1,189,862","$351,059","$838,803",2008.csv,2008,29.5%,70.5%
-1,House,"$1,141,018","$575,048","$565,970",2008.csv,2008,50.4%,49.6%
-1,American Teen,"$1,130,270","$942,441","$187,829",2008.csv,2008,83.4%,16.6%
-1,Flashbacks of a Fool,"$1,117,269","$1,664","$1,115,605",2008.csv,2008,0.1%,99.9%
-1,Surveillance,"$1,115,493","$27,349","$1,088,144",2008.csv,2008,2.5%,97.5%
-1,Flight of the Red Balloon 2008 Re-release,"$1,080,135","$461,674","$618,461",2008.csv,2008,42.7%,57.3%
-1,Up the Yangtze,"$1,029,211","$783,969","$245,242",2008.csv,2008,76.2%,23.8%
-1,La Bohème,"$1,026,897","$54,464","$972,433",2008.csv,2008,5.3%,94.7%
-1,Tokyo Sonata,"$940,430","$278,356","$662,074",2008.csv,2008,29.6%,70.4%
-1,Battle in Seattle,"$908,847","$224,169","$684,678",2008.csv,2008,24.7%,75.3%
-1,Go Go Tales,"$907,456",-,"$907,456",2008.csv,2008,-,100%
-1,Revanche,"$886,407","$258,388","$628,019",2008.csv,2008,29.2%,70.8%
-1,Emma Smith: My Story,"$881,787","$881,787",-,2008.csv,2008,100%,-
-1,Fugitive Pieces,"$843,945","$635,783","$208,162",2008.csv,2008,75.3%,24.7%
-1,I.O.U.S.A.,"$826,799","$821,046","$5,753",2008.csv,2008,99.3%,0.7%
-1,Leonera,"$822,504","$14,739","$807,765",2008.csv,2008,1.8%,98.2%
-1,Blonde and Blonder,"$779,273","$42,183","$737,090",2008.csv,2008,5.4%,94.6%
-1,Forever Strong,"$719,556","$719,556",-,2008.csv,2008,100%,-
-1,Free Style,"$716,355","$141,108","$575,247",2008.csv,2008,19.7%,80.3%
-1,$9.99,"$708,354","$52,384","$655,970",2008.csv,2008,7.4%,92.6%
-1,Delgo,"$694,782","$694,782",-,2008.csv,2008,100%,-
-1,Donkey Punch,"$694,422","$19,367","$675,055",2008.csv,2008,2.8%,97.2%
-1,Tony Manero,"$687,406","$20,677","$666,729",2008.csv,2008,3%,97%
-1,Towelhead,"$675,662","$372,124","$303,538",2008.csv,2008,55.1%,44.9%
-1,Anamorph,"$674,839","$6,950","$667,889",2008.csv,2008,1%,99%
-1,Beer for My Horses,"$666,045","$666,045",-,2008.csv,2008,100%,-
-1,Where in the World Is Osama Bin Laden?,"$651,778","$384,955","$266,823",2008.csv,2008,59.1%,40.9%
-1,Mera Pind: My Home,"$630,370","$176,976","$453,394",2008.csv,2008,28.1%,71.9%
-1,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,"$603,894","$603,894",-,2008.csv,2008,100%,-
-1,My Father My Lord,"$571,566","$203,708","$367,858",2008.csv,2008,35.6%,64.4%
-1,The Wedding Song,"$558,489","$31,160","$527,329",2008.csv,2008,5.6%,94.4%
-1,Timecrimes,"$553,198","$39,127","$514,071",2008.csv,2008,7.1%,92.9%
-1,Nobel Son,"$545,582","$540,382","$5,200",2008.csv,2008,99%,1%
-1,Noah's Arc: Jumping the Broom,"$532,878","$532,878",-,2008.csv,2008,100%,-
-1,Everybody Wants to Be Italian,"$532,726","$351,416","$181,310",2008.csv,2008,66%,34%
-1,Of Time and the City,"$523,417","$32,677","$490,740",2008.csv,2008,6.2%,93.8%
-1,Trouble the Water,"$522,766","$520,151","$2,615",2008.csv,2008,99.5%,0.5%
-1,Splinter,"$510,358","$14,154","$496,204",2008.csv,2008,2.8%,97.2%
-1,The 2007 Academy Award Nominated Short Films: Live Action,"$508,695","$508,695",-,2008.csv,2008,100%,-
-1,The Other End of the Line,"$507,534","$115,592","$391,942",2008.csv,2008,22.8%,77.2%
-1,The Stone Angel,"$473,993","$459,166","$14,827",2008.csv,2008,96.9%,3.1%
-1,La ligne brisée,"$466,309","$466,309",-,2008.csv,2008,100%,-
-1,The Promotion,"$457,690","$408,709","$48,981",2008.csv,2008,89.3%,10.7%
-1,Fear(s) of the Dark,"$450,813","$77,876","$372,937",2008.csv,2008,17.3%,82.7%
-1,The Hammer,"$443,591","$443,591",-,2008.csv,2008,100%,-
-1,Santa vs. the Snowman 3D 2008 Re-release,"$438,385","$433,797","$4,588",2008.csv,2008,99%,1%
-1,Snow Angels,"$414,404","$402,858","$11,546",2008.csv,2008,97.2%,2.8%
-1,Mister Lonely,"$407,674","$167,396","$240,278",2008.csv,2008,41.1%,58.9%
-1,The Signal,"$401,462","$251,150","$150,312",2008.csv,2008,62.6%,37.4%
-1,While She Was Out,"$391,410",-,"$391,410",2008.csv,2008,-,100%
-1,Hell Ride,"$390,128","$213,608","$176,520",2008.csv,2008,54.8%,45.2%
-1,The Escapist,"$388,174","$13,439","$374,735",2008.csv,2008,3.5%,96.5%
-1,Everything Is Fine,"$373,360","$336,569","$36,791",2008.csv,2008,90.1%,9.9%
-1,Filth and Wisdom,"$354,628","$22,406","$332,222",2008.csv,2008,6.3%,93.7%
-1,Billy: The Early Years,"$347,328","$347,328",-,2008.csv,2008,100%,-
-1,Meet Bill,"$346,592","$62,597","$283,995",2008.csv,2008,18.1%,81.9%
-1,Standard Operating Procedure,"$324,217","$229,117","$95,100",2008.csv,2008,70.7%,29.3%
-1,Bigger Stronger Faster*,"$308,575","$308,575",-,2008.csv,2008,100%,-
-1,The Headless Woman,"$305,766","$100,177","$205,589",2008.csv,2008,32.8%,67.2%
-1,Planet B-Boy,"$300,447","$273,870","$26,577",2008.csv,2008,91.2%,8.8%
-1,Taxi to the Dark Side,"$294,309","$274,661","$19,648",2008.csv,2008,93.3%,6.7%
-1,Surfwise,"$294,236","$269,994","$24,242",2008.csv,2008,91.8%,8.2%
-1,Chaos Theory,"$289,458","$240,476","$48,982",2008.csv,2008,83.1%,16.9%
-1,The Lucky Ones,"$287,567","$266,967","$20,600",2008.csv,2008,92.8%,7.2%
-1,My Winnipeg,"$285,469","$159,363","$126,106",2008.csv,2008,55.8%,44.2%
-1,Lola Montès,"$280,314","$120,306","$160,008",2008.csv,2008,42.9%,57.1%
-1,Wonderful Town,"$277,233","$4,487","$272,746",2008.csv,2008,1.6%,98.4%
-1,Morning Light,"$275,776","$275,497",$279,2008.csv,2008,99.9%,0.1%
-1,Harvard Beats Yale 29-29,"$268,431","$268,431",-,2008.csv,2008,100%,-
-1,Shoot on Sight,"$264,617",-,"$264,617",2008.csv,2008,-,100%
-1,The Secrets,"$264,006","$122,094","$141,912",2008.csv,2008,46.2%,53.8%
-1,Beaufort,"$255,780","$102,591","$153,189",2008.csv,2008,40.1%,59.9%
-1,The 13th Alley,"$250,992","$250,992",-,2008.csv,2008,100%,-
-1,Enlighten Up!,"$246,649","$246,649",-,2008.csv,2008,100%,-
-1,The Foot Fist Way,"$245,292","$234,286","$11,006",2008.csv,2008,95.5%,4.5%
-1,The Legend of God's Gun,"$243,768","$243,768",-,2008.csv,2008,100%,-
-1,CSNY/Déjà Vu,"$232,260","$65,025","$167,235",2008.csv,2008,28%,72%
-1,Miss Conception,"$228,928","$2,134","$226,794",2008.csv,2008,0.9%,99.1%
-1,Sixty Six 2008 Re-release,"$224,614","$224,614",-,2008.csv,2008,100%,-
-1,Chop Shop,"$222,776","$125,045","$97,731",2008.csv,2008,56.1%,43.9%
-1,The Song of Sparrows,"$220,360","$116,372","$103,988",2008.csv,2008,52.8%,47.2%
-1,Chris & Don. A Love Story,"$216,110","$216,110",-,2008.csv,2008,100%,-
-1,How the Garcia Girls Spent Their Summer,"$215,303","$215,303",-,2008.csv,2008,100%,-
-1,Call + Response,"$215,185","$215,185",-,2008.csv,2008,100%,-
-1,Stranded: I've Come from a Plane That Crashed on the Mountains,"$210,754","$89,473","$121,281",2008.csv,2008,42.5%,57.5%
-1,Sleepwalking,"$208,995","$170,392","$38,603",2008.csv,2008,81.5%,18.5%
-1,Just Another Love Story 2008 Re-release,"$200,897","$45,835","$155,062",2008.csv,2008,22.8%,77.2%
-1,La traviata,"$195,494","$195,494",-,2008.csv,2008,100%,-
-1,One Day You'll Understand,"$195,366","$145,642","$49,724",2008.csv,2008,74.5%,25.5%
-1,The Princess of Nebraska,"$191,887",-,"$191,887",2008.csv,2008,-,100%
-1,Repo! The Genetic Opera,"$188,126","$146,750","$41,376",2008.csv,2008,78%,22%
-1,Bustin' Down the Door,"$187,827","$109,427","$78,400",2008.csv,2008,58.3%,41.7%
-1,Chapter 27,"$187,488","$56,215","$131,273",2008.csv,2008,30%,70%
-1,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!","$180,957","$21,152","$159,805",2008.csv,2008,11.7%,88.3%
-1,Constantine's Sword,"$179,507","$179,507",-,2008.csv,2008,100%,-
-1,Chicago 10,"$177,490","$177,490",-,2008.csv,2008,100%,-
-1,My Name Is Bruce,"$173,066","$173,066",-,2008.csv,2008,100%,-
-1,Owl and the Sparrow,"$170,324","$47,071","$123,253",2008.csv,2008,27.6%,72.4%
-1,Amusement,"$170,255",-,"$170,255",2008.csv,2008,-,100%
-1,Girls Rock!,"$159,294","$159,294",-,2008.csv,2008,100%,-
-1,Service,"$155,156","$64,536","$90,620",2008.csv,2008,41.6%,58.4%
-1,Contempt 2008 Re-release,"$153,619","$153,619",-,2008.csv,2008,100%,-
-1,Stuck,"$151,449","$67,505","$83,944",2008.csv,2008,44.6%,55.4%
-1,Sky Kids,"$144,680","$144,680",-,2008.csv,2008,100%,-
-1,Last Year at Marienbad,"$144,492","$144,492",-,2008.csv,2008,100%,-
-1,Shelter,"$142,666","$142,666",-,2008.csv,2008,100%,-
-1,Flow: For Love of Water,"$142,569","$142,569",-,2008.csv,2008,100%,-
-1,Baghead,"$140,106","$140,106",-,2008.csv,2008,100%,-
-1,Hounddog,"$131,961","$131,961",-,2008.csv,2008,100%,-
-1,Ballerina,"$131,460","$114,507","$16,953",2008.csv,2008,87.1%,12.9%
-1,Proud American,"$131,357","$131,357",-,2008.csv,2008,100%,-
-1,Love Comes Lately,"$127,958","$78,079","$49,879",2008.csv,2008,61%,39%
-1,The First Saturday in May,"$124,294","$124,294",-,2008.csv,2008,100%,-
-1,Were the World Mine,"$123,789","$123,789",-,2008.csv,2008,100%,-
-1,Momma's Man,"$123,385","$100,435","$22,950",2008.csv,2008,81.4%,18.6%
-1,The Grand,"$115,879","$115,879",-,2008.csv,2008,100%,-
-1,Berlin,"$114,860","$33,231","$81,629",2008.csv,2008,28.9%,71.1%
-1,Oh My God,"$113,792","$38,244","$75,548",2008.csv,2008,33.6%,66.4%
-1,Absurdistan,"$113,269","$39,683","$73,586",2008.csv,2008,35%,65%
-1,Trumbo,"$109,057","$109,057",-,2008.csv,2008,100%,-
-1,Sleep Dealer,"$107,559","$80,136","$27,423",2008.csv,2008,74.5%,25.5%
-1,The Alphabet Killer,"$106,596","$29,784","$76,812",2008.csv,2008,27.9%,72.1%
-1,A Jihad for Love,"$105,651","$105,651",-,2008.csv,2008,100%,-
-1,Another Gay Sequel: Gays Gone Wild!,"$104,828","$104,828",-,2008.csv,2008,100%,-
-1,Roman Polanski: Wanted and Desired,"$100,458","$59,192","$41,266",2008.csv,2008,58.9%,41.1%
-1,Purple Noon,"$98,030",-,"$98,030",2008.csv,2008,-,100%
-1,Kabluey,"$96,663","$83,506","$13,157",2008.csv,2008,86.4%,13.6%
-1,Louise Bourgeois,"$96,443","$95,865",$578,2008.csv,2008,99.4%,0.6%
-1,Greetings from the Shore,"$96,314","$96,314",-,2008.csv,2008,100%,-
-1,The Pool,"$95,102","$95,102",-,2008.csv,2008,100%,-
-1,Bicycle Thieves 2008 Re-release,"$94,685","$36,818","$57,867",2008.csv,2008,38.9%,61.1%
-1,The Unforeseen,"$90,287","$90,287",-,2008.csv,2008,100%,-
-1,Pray the Devil Back to Hell,"$90,066","$90,066",-,2008.csv,2008,100%,-
-1,Little Chenier,"$87,939","$87,939",-,2008.csv,2008,100%,-
-1,Woman on the Beach 2008 Re-release,"$87,635","$23,686","$63,949",2008.csv,2008,27%,73%
-1,Deal,"$85,076","$61,626","$23,450",2008.csv,2008,72.4%,27.6%
-1,"Me & You, Us, Forever","$84,093","$84,093",-,2008.csv,2008,100%,-
-1,Save Me,"$83,397","$83,397",-,2008.csv,2008,100%,-
-1,Maria Stuarda at La Scala,"$83,214","$83,214",-,2008.csv,2008,100%,-
-1,Praying with Lior,"$82,553","$82,553",-,2008.csv,2008,100%,-
-1,Humboldt County,"$82,357","$82,357",-,2008.csv,2008,100%,-
-1,Patti Smith: Dream of Life,"$81,113","$30,918","$50,195",2008.csv,2008,38.1%,61.9%
-1,Il trittico dell'amore,"$80,374","$80,374",-,2008.csv,2008,100%,-
-1,Ballast,"$79,710","$77,556","$2,154",2008.csv,2008,97.3%,2.7%
-1,Cover,"$79,436","$79,436",-,2008.csv,2008,100%,-
-1,Ping Pong Playa,"$77,907","$77,907",-,2008.csv,2008,100%,-
-1,Finding Amanda,"$77,410","$57,297","$20,113",2008.csv,2008,74%,26%
-1,America the Beautiful,"$76,173","$76,173",-,2008.csv,2008,100%,-
-1,August Evening,"$74,759","$74,759",-,2008.csv,2008,100%,-
-1,Shoot Down,"$74,421","$74,421",-,2008.csv,2008,100%,-
-1,A Four Letter Word,"$73,445","$72,568",$877,2008.csv,2008,98.8%,1.2%
-1,Body of War,"$71,716","$71,716",-,2008.csv,2008,100%,-
-1,Big Man Japan 2008 Re-release,"$70,681","$40,796","$29,885",2008.csv,2008,57.7%,42.3%
-1,The Business of Being Born,"$69,991","$69,991",-,2008.csv,2008,100%,-
-1,Take Out,"$69,816","$69,816",-,2008.csv,2008,100%,-
-1,Dark Matter,"$69,379","$30,591","$38,788",2008.csv,2008,44.1%,55.9%
-1,Happy Valley,"$67,665","$67,665",-,2008.csv,2008,100%,-
-1,Allah Made Me Funny: Live in Concert,"$66,903","$66,903",-,2008.csv,2008,100%,-
-1,The Wild Child,"$65,051","$65,051",-,2008.csv,2008,100%,-
-1,Expired,"$65,003","$29,796","$35,207",2008.csv,2008,45.8%,54.2%
-1,Bloodline,"$64,698","$64,698",-,2008.csv,2008,100%,-
-1,Monsieur Verdoux,"$64,636","$64,636",-,2008.csv,2008,100%,-
-1,Beautiful Losers,"$64,064","$56,386","$7,678",2008.csv,2008,88%,12%
-1,A Plumm Summer,"$63,521","$63,521",-,2008.csv,2008,100%,-
-1,The Order of Myths,"$62,645","$62,645",-,2008.csv,2008,100%,-
-1,The Elephant King,"$61,122","$22,251","$38,871",2008.csv,2008,36.4%,63.6%
-1,Boogie Man: The Lee Atwater Story,"$60,332","$60,332",-,2008.csv,2008,100%,-
-1,What We Do Is Secret,"$58,776","$58,776",-,2008.csv,2008,100%,-
-1,Extreme Movie,"$54,822",-,"$54,822",2008.csv,2008,-,100%
-1,Ugly Me 2008 Re-release,"$53,250","$53,250",-,2008.csv,2008,100%,-
-1,La forza del destino,"$52,577","$52,577",-,2008.csv,2008,100%,-
-1,Dare Not Walk Alone,"$52,166","$52,166",-,2008.csv,2008,100%,-
-1,"Surfer, Dude","$52,132","$52,132",-,2008.csv,2008,100%,-
-1,Gunnin' for That #1 Spot,"$50,950","$50,804",$146,2008.csv,2008,99.7%,0.3%
-1,"Tristan und Isolde, Azione in tre atti","$50,172","$50,172",-,2008.csv,2008,100%,-
-1,Afterschool,"$49,971","$3,911","$46,060",2008.csv,2008,7.8%,92.2%
-1,Ciao,"$49,494","$49,494",-,2008.csv,2008,100%,-
-1,La Rondine,"$49,088","$49,088",-,2008.csv,2008,100%,-
-1,Box Elder,"$48,996","$48,996",-,2008.csv,2008,100%,-
-1,Breakfast with Scot,"$46,060","$46,060",-,2008.csv,2008,100%,-
-1,Undoing,"$44,999","$44,999",-,2008.csv,2008,100%,-
-1,What Doesn't Kill You,"$44,872",-,"$44,872",2008.csv,2008,-,100%
-1,The Babysitters,"$44,852","$44,852",-,2008.csv,2008,100%,-
-1,All Roads Lead Home,"$43,907","$43,907",-,2008.csv,2008,100%,-
-1,The Tracey Fragments,"$42,318","$32,645","$9,673",2008.csv,2008,77.1%,22.9%
-1,Thomas Kinkade's Christmas Cottage,"$41,724",-,"$41,724",2008.csv,2008,-,100%
-1,The Betrayal,"$41,271","$41,271",-,2008.csv,2008,100%,-
-1,I Can't Think Straight,"$40,945","$39,576","$1,369",2008.csv,2008,96.7%,3.3%
-1,Moving Midway,"$40,864","$40,864",-,2008.csv,2008,100%,-
-1,The Dhamma Brothers,"$40,492","$40,492",-,2008.csv,2008,100%,-
-1,Good Dick,"$39,924","$27,595","$12,329",2008.csv,2008,69.1%,30.9%
-1,Loins of Punjab Presents,"$39,891","$39,891",-,2008.csv,2008,100%,-
-1,Refusenik,"$39,456","$39,456",-,2008.csv,2008,100%,-
-1,Familiar Strangers,"$34,068","$34,068",-,2008.csv,2008,100%,-
-1,Glass: A Portrait of Philip in Twelve Parts,"$32,089","$20,018","$12,071",2008.csv,2008,62.4%,37.6%
-1,Kiss the Bride,"$32,033","$32,033",-,2008.csv,2008,100%,-
-1,The Pleasure of Being Robbed,"$31,823","$10,687","$21,136",2008.csv,2008,33.6%,66.4%
-1,Hats Off,"$31,272","$31,272",-,2008.csv,2008,100%,-
-1,The Exiles,"$30,945","$30,945",-,2008.csv,2008,100%,-
-1,Fighting for Life,"$30,606","$30,606",-,2008.csv,2008,100%,-
-1,Walking on Dead Fish,"$30,328","$30,328",-,2008.csv,2008,100%,-
-1,Runaways,"$30,032","$27,908","$2,124",2008.csv,2008,92.9%,7.1%
-1,Don Carlo,"$27,834","$27,834",-,2008.csv,2008,100%,-
-1,Frontrunners,"$26,976","$26,976",-,2008.csv,2008,100%,-
-1,The Dukes,"$26,875","$26,875",-,2008.csv,2008,100%,-
-1,Vivre Sa Vie,"$24,517","$24,517",-,2008.csv,2008,100%,-
-1,On Broadway,"$23,968","$23,968",-,2008.csv,2008,100%,-
-1,Diminished Capacity,"$23,719","$21,659","$2,060",2008.csv,2008,91.3%,8.7%
-1,The World Unseen,"$23,101","$17,808","$5,293",2008.csv,2008,77.1%,22.9%
-1,Lovesickness,"$22,000","$22,000",-,2008.csv,2008,100%,-
-1,Garden Party,"$21,886","$21,886",-,2008.csv,2008,100%,-
-1,The Matador,"$21,816","$21,816",-,2008.csv,2008,100%,-
-1,Antarctica,"$21,679","$21,679",-,2008.csv,2008,100%,-
-1,The Cry,"$21,427","$21,427",-,2008.csv,2008,100%,-
-1,Shoot the Piano Player,"$20,615","$20,615",-,2008.csv,2008,100%,-
-1,The First Basket,"$20,440","$20,440",-,2008.csv,2008,100%,-
-1,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,"$19,712","$19,712",-,2008.csv,2008,100%,-
-1,Beauty in Trouble 2008 Re-release,"$19,300","$19,300",-,2008.csv,2008,100%,-
-1,Saving Marriage,"$18,720","$18,720",-,2008.csv,2008,100%,-
-1,"Live Fast, Die Young","$18,335","$18,335",-,2008.csv,2008,100%,-
-1,Dear Zachary: A Letter to a Son About His Father,"$18,334","$18,334",-,2008.csv,2008,100%,-
-1,Baby Blues,"$17,234","$17,234",-,2008.csv,2008,100%,-
-1,Noise,"$16,934","$16,513",$421,2008.csv,2008,97.5%,2.5%
